重庆润栎建筑劳务有限公司	106.559674,29.534276
重庆恒恳水产养殖有限公司	106.583637,29.640486
重庆市悦盛农业开发有限公司	106.330652,29.215276
重庆奔梦建筑劳务有限公司	106.115477,29.200748
重庆峰谷山综合农业开发有限公司	106.349049,29.486847
重庆勤尼赛工程设计工作室	108.439564,30.774625
重庆华鼎晟城投资有限公司	106.508514,29.596738
重庆匠兮建设工程有限公司	106.858123,29.858138
重庆卓然景观设计有限公司	106.531289,29.577447
重庆恒壁科技有限公司	106.647070,29.745710
重庆博泰建筑劳务有限公司	106.513597,29.385616
重庆畅扬钢结构有限公司	106.601024,29.695922
重庆天河园林环境艺术有限公司	106.639557,29.442968
重庆彦京物业管理有限公司	106.315289,29.573529
重庆绿广源德农业开发有限公司	106.367944,28.960925
重庆金尺文化传媒有限公司	106.623532,29.671865
重庆上村体育科技有限公司	106.544071,29.586345
美好生活（重庆）农业科技有限公司	106.490898,29.592957
重庆市北碚区川心花椒种植股份合作社	106.542733,29.867257
重庆川放建筑劳务有限公司	106.258852,29.306200
重庆东斌林农业发展有限公司	106.563168,29.412358
重庆平杰保洁服务有限公司	108.390569,30.788348
重庆耀康装饰工程有限公司	106.528443,29.543144
重庆俊越实业有限公司	106.531181,29.578751
重庆埴物丰中医农业科技开发有限公司	106.742394,29.982992
重庆琢日文化发展有限公司	106.563980,29.528100
重庆森宗园林工程有限公司	106.364186,29.612152
重庆桂海农业开发有限公司	106.291996,29.217056
重庆又见室内设计有限公司	106.487282,29.598754
重庆谨优机电工程有限公司	106.586418,29.537294
重庆恒之利建筑劳务有限公司	106.339637,29.615059
重庆市茶鼎农业开发有限公司	107.893209,30.822612
重庆昊辰建设工程有限公司	106.366201,29.467408
重庆金柱子实业有限公司	106.622955,29.701162
重庆汀捷建筑工程有限公司	106.546236,29.522685
重庆松虹胜建筑劳务有限公司	106.524380,29.416756
重庆云尚轩装饰设计有限公司	106.349049,29.486847
重庆米珠环保科技有限公司	106.537456,29.546265
重庆平依鸿建筑工程有限公司	106.530068,29.570039
重庆市果行天下农业发展有限公司	106.546021,29.559610
重庆市东千室内设计有限公司	106.483554,29.581139
重庆葡大生态农业有限公司	106.451164,29.681706
重庆大爱殡葬服务有限公司	106.455630,29.565600
重庆绿度母农业有限公司	106.566910,29.531274
重庆信可临洗涤服务有限公司	106.662945,29.627743
重庆方乙绿色建筑工程有限公司	106.601443,29.718311
重庆开佰建筑装饰工程有限公司	查询失败
重庆昶竑搬家服务有限公司	106.513377,29.464705
重庆绿视界环保科技有限公司	106.543160,29.581101
重庆巴图装饰工程有限公司	108.385227,30.801421
重庆三唐图文设计有限公司	查询失败
重庆市翰俞物资有限公司	106.513886,29.587352
重庆市江津区岭寓物业服务有限公司	106.273971,29.417708
重庆好鲜生农业有限公司	108.375278,30.794454
重庆尚尚纤生态农业发展有限公司	106.842073,29.297059
重庆立新装饰工程有限公司	106.535748,29.379988
重庆渝目建筑工程有限公司	106.548222,29.522083
重庆弘京实业有限公司	106.568945,29.574903
重庆韵蓝物业管理有限公司	106.259281,29.290069
重庆对得住工程项目管理有限公司	106.598739,29.592443
重庆宝新瑞源物业管理有限公司	106.558662,29.533351
重庆渝合军豪环境卫生服务有限公司	106.573560,29.610406
中寰大禹建设工程有限公司	106.490829,29.377574
重庆惠崇农业发展有限公司	106.276680,29.277440
重庆浦盈蔬菜种植专业合作社	106.074772,29.246449
重庆恒古农业发展有限公司	106.518880,29.380061
重庆宇星辰人力资源服务有限公司	106.648816,29.506683
重庆爱护宁健康管理有限公司	106.543528,29.396807
重庆市美光园林绿化有限公司	106.263931,29.289421
重庆追绿环保科技有限公司	106.335571,29.622601
重庆懋琳市政园林工程有限公司	106.467966,29.557596
重庆市德濠花木专业合作社	106.567406,29.890246
重庆陆零玖建筑劳务有限公司	106.253623,29.312003
重庆雨点建筑装饰设计工程有限公司	查询失败
重庆亿光年科技有限公司	106.494044,29.569598
重庆巨展科技有限公司	106.301374,29.551834
重庆硒博汇农业有限公司	106.074772,29.246449
重庆策润文化传媒有限公司	106.542883,29.521665
重庆涵渝机械设备租赁有限公司	106.569341,29.525565
重庆迈卓建设工程有限公司	106.445122,29.822616
重庆忆驰居建筑工程有限公司	106.445027,29.568793
重庆久丽梽成劳务有限公司	106.551862,29.520240
重庆美骏实业有限公司	106.567123,29.525989
重庆盛艺景市政园林工程有限公司	106.517910,29.599625
重庆艺家工匠科技有限公司	106.525050,29.549020
重庆火焰红园林景观工程有限公司	106.460278,29.550433
重庆中壤农资有限公司	106.530797,29.573275
重庆爵豪园林景观设计有限公司	106.517621,29.379546
重庆鲜言市政工程有限公司	106.581487,29.538286
重庆市万州区福安兴福环保工程有限公司	108.367630,30.822884
重庆渡鸿网络科技有限公司	查询失败
景江（重庆）园林绿化有限公司	106.266482,29.270572
重庆绿盛源科技有限公司	查询失败
重庆润山环保节能科技有限公司	106.495270,29.584938
重庆航雅装饰材料有限公司	106.518610,29.583080
重庆乒乓建筑劳务有限公司	108.373345,30.815128
重庆凝彩装饰工程有限公司	108.386270,30.809258
重庆耘霖园林工程有限公司	106.487282,29.598754
重庆琦莱商贸有限公司	106.562870,29.558690
重庆锦弘酒水商贸有限公司	106.524164,29.579706
重庆致诩装饰工程有限公司	108.452004,30.762012
重庆本顺伦博物业管理有限公司	106.554503,29.512590
重庆时涧时装饰设计有限公司	106.568869,29.576593
重庆添氧科技有限公司	106.498348,29.571049
重庆哈乐科技开发有限公司	106.119665,29.059749
重庆市巴渝世家园林景观设计工程有限公司	106.555920,29.518041
重庆国锋农林科技有限公司	106.651699,29.304052
重庆渝沙力劳务有限公司	106.466158,29.558372
重庆宸奥祥建筑劳务有限公司	106.244534,29.309401
中青建材（重庆）有限公司	108.402244,30.764298
重庆辉嘉乐装饰工程有限公司	106.523843,29.589522
中明邦空间科技（重庆）有限公司	106.480298,29.589846
重庆巧乐居装饰工程有限公司	108.444448,30.760409
重庆埔坭建筑工程有限公司	106.574156,29.499526
重庆芳韵环保科技有限公司	106.531453,29.583178
重庆道道汇物流有限公司	106.456878,29.541145
重庆坦能商贸有限公司	106.452948,29.523687
重庆恰星机电设备安装工程有限公司	106.609184,29.676394
重庆市众博保洁服务有限公司	106.606557,29.671989
重庆天力保安服务有限责任公司	108.384029,30.798489
重庆万众环境工程有限公司	106.623080,29.702834
重庆威广鸿环保工程有限公司	106.648812,29.505489
重庆悠居乐网络科技有限公司	106.533963,29.576420
重庆博悦照明工程有限公司	106.484591,29.565228
重庆大荒文化传媒有限公司	106.563770,29.528752
重庆知优瑞鸿科技有限公司	106.532555,29.581994
重庆华创智能装备有限公司	108.439564,30.774625
远处的风（重庆）文化发展有限公司	106.405819,29.802479
重庆谭之星电子商务有限公司	106.533592,29.574660
重庆市万州区东旺鑫城园林绿化有限公司	108.378875,30.805497
重庆淑平装饰设计有限公司	查询失败
重庆精嵘渝建筑劳务有限公司	106.534919,29.456233
重庆艺无穷文化传播有限公司	106.291496,29.589281
重庆润千正农业发展有限公司	106.606013,29.320286
重庆讯福建设工程有限公司	106.590662,29.574488
重庆森晴林业咨询有限公司	106.645165,29.525386
重庆云筑数字建筑设计咨询有限公司	106.530586,29.589292
重庆轻松住装饰工程有限公司	106.560632,29.535714
重庆恒翔照明设备有限公司	106.485947,29.590719
重庆大不同生态旅游开发有限公司	106.190602,29.129376
重庆六棵树餐饮服务有限公司	106.873430,29.209219
重庆云开环保工程有限公司	106.531289,29.577447
重庆司美堂建筑装饰工程有限公司	106.598311,29.669388
重庆宣政环保科技有限公司	106.594179,29.660217
重庆昂奈贸易经营部	106.598157,29.640663
重庆鑫山水文化传媒有限公司	106.510220,29.583844
重庆冬冬工业设备安装有限责任公司	106.450597,29.550716
重庆市乔园葡萄种植场	106.606013,29.320286
重庆天禅农业开发有限公司	106.430176,29.882960
安里（重庆）装饰设计工程有限公司	106.531363,29.556805
重庆金涛实业有限公司	106.529678,29.571741
重庆仁大物业管理有限公司	查询失败
重庆晴空智慧农业科技有限公司	106.445122,29.822616
天廪实（重庆）农业开发有限公司	106.462531,29.563260
重庆萨缪尔森科技有限公司	106.505369,29.538127
重庆百士惮建筑劳务有限公司	106.377425,29.672705
重庆创畅共安建筑劳务有限公司	106.375800,29.599070
享瀚（重庆）建筑装饰工程有限公司	查询失败
重庆闲谷生态农业科技有限公司	106.492426,29.233196
重庆吉瑞广告有限公司	106.583840,29.538306
中国石油集团川庆钻探工程有限公司重庆运输总公司	106.500280,29.582830
重庆圣堤义装饰工程有限公司	106.773083,30.013496
重庆巨智建筑工程有限公司	106.536328,29.568180
重庆龙途塑胶科技有限公司	106.452281,29.657626
重庆津鹰环保科技有限公司	106.600400,29.403835
重庆市圣宝泰农业发展有限公司	106.553722,29.367355
重庆鼎上农业发展有限公司	106.617683,29.702629
重庆云硕超企业管理咨询有限公司	106.308111,29.599232
重庆博洁清洁服务有限公司	106.455656,29.548523
重庆水蓝环保设备有限公司	106.366158,29.462475
重庆君福建筑劳务有限公司	106.585342,29.561416
重庆义阁公实业发展有限公司	106.524297,29.382712
重庆绿世美园林景观工程有限公司	106.534325,29.576764
重庆市一朴装饰设计工程有限公司	106.604582,29.536253
重庆诚雅宇环保工程有限公司	106.482347,29.607270
王紫翔装饰设计工程（重庆）有限公司	106.502469,29.563411
重庆公诚建设监理有限公司	106.532357,29.572120
重庆易道环保工程有限公司	106.557628,29.502064
重庆品博农业发展有限公司	106.553722,29.367355
重庆茂庆建筑工程有限公司	106.148266,29.065605
重庆慈善德农业发展有限公司	106.518486,29.382996
重庆胡杨树建材有限公司	106.377425,29.672705
重庆广盛建筑劳务有限公司	106.148266,29.065605
重庆翱跃安装工程有限公司	106.406431,29.519328
重庆昱升专展科技有限公司	106.632314,29.685121
重庆春驰境华装饰工程有限公司	106.537356,29.376895
重庆玄览建设工程有限公司	108.344938,30.711085
重庆步广装饰设计工程有限公司	106.631187,29.718143
重庆嘿美农业发展有限公司	106.543528,29.396807
重庆左逢建筑工程有限公司	106.645849,29.513310
重庆万韬建筑工程有限责任公司	106.283444,29.449994
重庆镜蓝染文化传媒有限公司	106.426146,29.739591
重庆通田商贸有限公司	106.572105,29.588251
重庆思邦物业管理有限公司	106.472348,29.565414
重庆寰宇工程设计咨询有限公司	106.498891,29.567177
重庆俊星园林绿化工程有限公司	106.539905,29.525710
重庆巴诗克环保科技有限公司	106.566451,29.532154
重庆市巴南区园水清清水产养殖有限公司	106.473623,29.380511
重庆支格阿尔商贸有限公司	106.535855,29.368595
重庆新颜环保工程有限公司	106.429427,29.818576
川景建设（重庆）有限公司	106.560025,29.534923
重庆亮幌幌广告有限公司	106.538709,29.579366
重庆筑绿生态环境建设有限公司	106.516192,29.592530
重庆得创易建筑劳务有限公司	106.597013,29.715139
重庆信财投资有限公司	106.553426,29.561220
重庆超能保洁服务有限公司	106.520957,29.584291
重庆立多环保科技有限公司	106.515159,29.585264
牧邦生态农业发展（重庆）有限公司	108.262997,30.599090
重庆顺景园林景观工程有限公司	106.523919,29.383228
重庆筑凯商贸有限公司	查询失败
重庆光湖建筑劳务有限公司	106.533840,29.375528
重庆刚星农业科技发展有限公司	106.748576,29.337698
重庆市草栖建筑工程有限公司	108.392904,30.787863
重庆筹锦商贸有限公司	106.533840,29.375528
重庆长虹印务有限公司	106.530993,29.547145
重庆立名工程管理有限公司	106.256876,29.274975
重庆佳倍净化工科技有限公司	106.533840,29.375528
重庆聚华运输服务有限公司	106.495037,29.559544
重庆水为源农业发展有限公司	106.974769,29.744923
重庆右转实业有限公司	106.499471,29.588794
重庆碧坤环境科技有限公司	106.489868,29.579587
重庆云江实业有限公司	106.375800,29.599070
重庆来福物流有限责任公司	106.569839,29.498589
重庆文兹市场管理有限公司	106.517381,29.543405
重庆隆创照明灯饰工程有限公司	106.537278,29.589464
重庆灵之威有害生物防治有限公司	106.534980,29.381010
